gender,name,year,count,cnt_prev,share,share_prev,share_next,yoy,spike
female,유리,2022,199.0,178.0,15.839535161380189,13.5875788155906,11.749580676196883,1.1614624102683309,1.1614624102683309
female,유림,2022,87.0,105.0,6.924821904724002,8.015144806949513,6.811351116635874,0.8586109822550332,0.8586109822550332
female,유민,2022,139.0,126.0,11.063795916742947,9.618173768339414,12.686141454734313,1.1443521994788517,0.86869292054151
female,유빈,2022,279.0,292.0,22.20718748756318,22.28973603456436,18.135222348043012,0.9940666914418281,0.9940666914418281
female,유아,2022,85.0,68.0,6.7656305965694274,5.190760446405398,9.876459119122016,1.2909635282432967,0.6815754253736189
female,유안,2022,254.0,260.0,20.217296135630995,19.847025236255934,19.156925015538395,1.016096421227404,1.016096421227404
female,유은,2022,233.0,179.0,18.54578740000796,13.66391352803774,21.03004657261326,1.3523336983342922,0.8797792422385938
female,유이,2022,295.0,295.0,23.48071795279978,22.518740171905772,30.906505691735276,1.0404088918542853,0.7585067315613928
female,유정,2022,117.0,149.0,9.312691527042624,11.373872154623594,6.641067338719977,0.8151957060613191,0.8151957060613191
female,유주,2022,941.0,933.0,74.89951048672742,71.22028671317995,77.05340950694332,1.050921975214621,0.9714163221275263
female,유진,2022,389.0,427.0,30.962709436064788,32.59492221492802,38.22870814211884,0.9484693892732273,0.808875506485442
female,유하,2022,810.0,691.0,64.47247980260278,52.747286300972505,64.28212616325105,1.2211324543287223,1.002181703725998
female,윤,2022,148.0,181.0,11.780156803438532,13.816582952932016,11.323871231407141,0.8495356673972573,0.8495356673972573
female,윤서,2022,798.0,771.0,63.51733195367533,58.85406329674357,73.30716639279359,1.0783183434000352,0.8658640331548453
female,윤설,2022,87.0,64.0,6.924821904724002,4.885421596616846,6.641067338719977,1.4030861941907575,1.034935318114545
female,윤솔,2022,94.0,105.0,7.481991483265014,8.015144806949513,9.365607785374326,0.9276946245054382,0.7946371231485573
female,윤슬,2022,603.0,438.0,47.99617940860429,33.434604051846534,72.54088939217205,1.4333805271906004,0.6611873722789796
female,윤아,2022,646.0,706.0,51.41879253392764,53.892306987679575,57.981626380362876,0.9532182697649861,0.8860477594907985
female,윤지,2022,133.0,145.0,10.58622199227922,11.068533304835041,9.450749674332274,0.9521239629399375,0.9521239629399375
female,윤채,2022,92.0,96.0,7.322800175110439,7.328132394925269,9.025040229542533,0.9925005113959615,0.8069165524216718
